,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Cmp,Att,Cmp%,KP,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Touches,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Live,Carries,TotDist,PrgDist,PrgC,1/3C,CPA,Mis,Dis,Sh,G/Sh,G/SoT,SoT,SoT%,Sh Dist,FK,xG,npxG,xA,G-xG,Live.1,Dead,FK.1,Sw,Crs,TI,CK,Head Won,Head Lost,Head Won%
224,Gianluca Gaetano,SS,2023-2024,23.0,Italy,Cagliari,Serie A,11,745,8.3,10,1,1.3,0.5,1.3,2.6,1.8,2.7,2.5,13.0,0.23,0.6,5.0,38.5,22.5,0.0,328,5.0,22.0,162.0,154.0,19.0,327.0,13.0,0.23,0.6,38.5,22.5,0.0,1122.0,473.0,17.0,14.0,6.0,17.0,15.0,214,42.0,5.0,3.0,1.0,1,0.0,171.0,236,72.5,16.0,1.0,2666.0,216,18,8,1,15,0,4,4,24,14.3
225,Cody Gakpo,LW,2023-2024,24.0,Netherlands,Liverpool,Premier League,35,1649,18.3,17,18,9.0,9.0,2.9,11.8,11.8,-1.0,-1.0,66.0,0.12,0.33,24.0,36.4,15.4,0.0,809,15.0,77.0,335.0,412.0,107.0,809.0,66.0,0.12,0.33,36.4,15.4,0.0,3003.0,1472.0,43.0,31.0,13.0,44.0,32.0,618,130.0,13.0,8.0,0.0,0,0.0,436.0,564,77.3,25.0,5.0,6130.0,547,15,5,2,21,6,0,32,27,54.2
226,Kévin Gameiro,SS,2023-2024,36.0,France,Strasbourg,Ligue 1,27,1346,15.0,15,12,3.4,1.9,2.7,6.1,4.6,0.6,0.1,27.0,0.07,0.2,10.0,37.0,19.8,1.0,571,5.0,51.0,272.0,256.0,46.0,569.0,27.0,0.07,0.2,37.0,19.8,1.0,2487.0,909.0,26.0,25.0,10.0,25.0,15.0,428,81.0,6.0,2.0,2.0,2,0.0,373.0,461,80.9,24.0,1.0,5374.0,448,12,1,1,10,0,0,4,12,25.0
227,Ignatius Ganago,ST,2023-2024,24.0,Cameroon,Nantes,Ligue 1,6,184,2.0,2,4,0.4,0.4,0.6,1.0,1.0,-0.4,-0.4,6.0,0.0,,0.0,0.0,10.8,0.0,77,1.0,4.0,24.0,51.0,10.0,77.0,6.0,0.0,,0.0,10.8,0.0,438.0,109.0,7.0,2.0,3.0,4.0,3.0,62,26.0,0.0,0.0,0.0,0,0.0,31.0,53,58.5,4.0,1.0,475.0,52,0,0,0,6,0,0,5,6,45.5
228,Álvaro García,LW,2023-2024,30.0,Spain,Rayo Vallecano,La Liga,32,2475,27.5,30,2,6.2,6.2,3.0,9.2,9.2,-0.2,-0.2,45.0,0.13,0.35,17.0,37.8,16.0,0.0,1102,33.0,196.0,354.0,567.0,101.0,1102.0,45.0,0.13,0.35,37.8,16.0,0.0,2790.0,1229.0,56.0,21.0,22.0,54.0,11.0,696,252.0,7.0,6.0,0.0,0,0.0,518.0,825,62.8,39.0,21.0,7725.0,789,35,7,3,121,16,10,14,27,34.1
229,Francisco Jesús Crespo García,LW,2023-2024,27.0,Spain,Las Palmas,La Liga,17,504,5.6,6,11,1.3,1.3,0.6,1.9,1.9,0.7,0.7,17.0,0.12,0.25,8.0,47.1,22.2,0.0,321,3.0,29.0,124.0,170.0,15.0,321.0,17.0,0.12,0.25,47.1,22.2,0.0,1363.0,511.0,17.0,15.0,4.0,17.0,13.0,241,66.0,2.0,2.0,0.0,0,0.0,166.0,232,71.6,9.0,1.0,2484.0,213,18,1,4,31,4,13,4,2,66.7
230,Gonzalo García,RW,2023-2024,19.0,Spain,Real Madrid,La Liga,2,19,0.2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,19.1,0.0,11,0.0,2.0,4.0,5.0,1.0,11.0,1.0,0.0,0.0,100.0,19.1,0.0,56.0,20.0,1.0,1.0,1.0,0.0,0.0,7,3.0,0.0,0.0,0.0,0,0.0,4.0,7,57.1,0.0,0.0,35.0,7,0,0,0,0,0,0,0,0,
231,Jastin García,LW,2023-2024,19.0,Spain,Girona,La Liga,3,32,0.4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,18,0.0,1.0,6.0,11.0,2.0,18.0,0.0,,,,,0.0,76.0,48.0,2.0,0.0,1.0,3.0,0.0,15,8.0,0.0,0.0,0.0,0,0.0,7.0,11,63.6,0.0,0.0,84.0,11,0,0,0,1,0,0,0,0,
232,Raúl García,ST,2023-2024,37.0,Spain,Athletic Club,La Liga,20,420,4.7,1,19,0.9,0.9,0.0,0.9,0.9,0.1,0.1,10.0,0.1,1.0,1.0,10.0,14.3,0.0,202,10.0,28.0,96.0,80.0,22.0,202.0,10.0,0.1,1.0,10.0,14.3,0.0,390.0,124.0,4.0,7.0,2.0,9.0,5.0,146,15.0,1.0,1.0,0.0,0,0.0,79.0,138,57.2,0.0,0.0,1102.0,136,0,0,2,7,0,0,27,19,58.7
233,Rubén García,RW,2023-2024,30.0,Spain,Osasuna,La Liga,30,1547,17.2,19,11,2.3,2.3,3.3,5.6,5.6,0.7,0.7,28.0,0.11,0.3,10.0,35.7,18.0,3.0,951,19.0,125.0,365.0,466.0,40.0,951.0,28.0,0.11,0.3,35.7,18.0,3.0,2042.0,730.0,16.0,26.0,4.0,31.0,23.0,647,117.0,5.0,3.0,0.0,0,0.0,519.0,774,67.1,31.0,9.0,8222.0,692,82,24,4,101,7,47,30,36,45.5
234,Alejandro Garnacho,LW,2023-2024,19.0,Argentina,Manchester Utd,Premier League,36,2565,28.5,30,6,8.4,8.3,5.1,13.5,13.4,-1.4,-1.3,100.0,0.07,0.26,27.0,27.0,15.8,0.0,1312,13.0,180.0,403.0,741.0,248.0,1312.0,100.0,0.07,0.26,27.0,15.8,0.0,8015.0,4211.0,178.0,83.0,102.0,69.0,49.0,1006,281.0,11.0,7.0,0.0,0,0.0,675.0,901,74.9,46.0,4.0,9269.0,885,13,3,4,58,6,4,6,25,19.4
235,Farés Ghedjemis,RW,2023-2024,20.0,France,Frosinone,Serie A,6,182,2.0,1,5,0.1,0.1,0.1,0.3,0.3,-0.1,-0.1,3.0,0.0,0.0,2.0,66.7,17.5,0.0,84,2.0,14.0,29.0,44.0,11.0,84.0,3.0,0.0,0.0,66.7,17.5,0.0,360.0,119.0,7.0,2.0,5.0,5.0,2.0,59,19.0,0.0,0.0,0.0,0,0.0,48.0,61,78.7,2.0,0.0,638.0,60,1,0,0,6,1,0,1,2,33.3
236,Bryan Gil,LW,2023-2024,22.0,Spain,Tottenham,Premier League,11,209,2.3,2,9,0.8,0.8,0.2,1.0,1.0,-0.8,-0.8,4.0,0.0,0.0,1.0,25.0,13.9,0.0,191,3.0,25.0,66.0,101.0,18.0,191.0,4.0,0.0,0.0,25.0,13.9,0.0,746.0,340.0,11.0,6.0,5.0,9.0,7.0,155,49.0,0.0,0.0,0.0,0,0.0,127.0,157,80.9,4.0,1.0,1809.0,155,2,0,0,11,2,0,0,3,0.0
237,Olivier Giroud,ST,2023-2024,36.0,France,Milan,Serie A,35,2363,26.3,28,7,14.2,10.2,4.7,18.9,14.9,0.8,0.8,72.0,0.15,0.38,29.0,40.3,12.6,2.0,732,30.0,69.0,346.0,319.0,129.0,727.0,72.0,0.15,0.38,40.3,12.6,2.0,946.0,340.0,9.0,7.0,4.0,59.0,14.0,506,95.0,23.0,11.0,4.0,5,1.0,338.0,492,68.7,32.0,0.0,4151.0,435,55,1,1,3,3,0,59,57,50.9
238,Jamie Gittens,LW,2023-2024,18.0,England,Dortmund,Bundesliga,25,1058,11.8,14,11,2.2,2.2,2.8,5.0,5.0,-1.2,-1.2,43.0,0.02,0.09,11.0,25.6,19.3,0.0,574,10.0,68.0,213.0,308.0,67.0,574.0,43.0,0.02,0.09,25.6,19.3,0.0,3408.0,1669.0,64.0,50.0,40.0,35.0,31.0,434,105.0,5.0,1.0,0.0,0,0.0,284.0,363,78.2,18.0,2.0,3681.0,357,5,1,2,13,4,0,4,10,28.6
239,Serge Gnabry,RW,2023-2024,28.0,Germany,Bayern Munich,Bundesliga,10,432,4.8,5,5,2.4,2.4,1.2,3.7,3.7,0.6,0.6,17.0,0.18,0.5,6.0,35.3,12.9,0.0,272,2.0,33.0,108.0,135.0,34.0,272.0,17.0,0.18,0.5,35.3,12.9,0.0,1082.0,577.0,23.0,9.0,12.0,11.0,3.0,210,49.0,4.0,3.0,0.0,0,0.0,180.0,214,84.1,9.0,0.0,2540.0,205,8,0,1,10,6,1,3,2,60.0
240,Maxi Gómez,ST,2023-2024,26.0,Uruguay,Cádiz,La Liga,31,1163,12.9,12,19,1.6,1.6,0.6,2.2,2.2,-1.6,-1.6,16.0,0.0,0.0,6.0,37.5,14.3,1.0,361,5.0,28.0,159.0,176.0,47.0,361.0,16.0,0.0,0.0,37.5,14.3,1.0,877.0,269.0,13.0,10.0,2.0,33.0,20.0,293,54.0,0.0,0.0,0.0,0,0.0,132.0,255,51.8,9.0,2.0,1666.0,247,6,1,3,20,0,0,71,69,50.7
241,Sergio Gómez,LW,2023-2024,22.0,Spain,Manchester City,Premier League,6,53,0.6,0,6,0.2,0.2,0.2,0.4,0.4,-0.2,-0.2,2.0,0.0,,0.0,0.0,15.4,0.0,59,0.0,10.0,19.0,30.0,3.0,59.0,2.0,0.0,,0.0,15.4,0.0,231.0,112.0,4.0,0.0,1.0,0.0,0.0,48,4.0,1.0,0.0,0.0,0,0.0,46.0,54,85.2,1.0,1.0,636.0,52,2,0,0,4,1,1,0,1,0.0
242,Nicolás González,RW,2023-2024,25.0,Argentina,Fiorentina,Serie A,29,1913,21.3,21,8,10.4,8.0,1.6,12.0,9.6,1.6,3.0,84.0,0.13,0.33,33.0,39.3,16.6,2.0,1097,15.0,92.0,470.0,554.0,133.0,1094.0,84.0,0.13,0.33,39.3,16.6,2.0,3854.0,1664.0,53.0,51.0,20.0,42.0,29.0,821,190.0,14.0,11.0,1.0,3,2.0,560.0,789,71.0,22.0,4.0,9935.0,753,33,3,15,39,29,1,64,50,56.1
243,Anthony Gordon,LW,2023-2024,22.0,England,Newcastle Utd,Premier League,35,2890,32.1,34,1,10.2,9.4,8.0,18.2,17.4,0.8,0.6,80.0,0.13,0.34,29.0,36.3,17.3,1.0,1424,15.0,158.0,555.0,733.0,147.0,1423.0,80.0,0.13,0.34,36.3,17.3,1.0,7622.0,3668.0,138.0,73.0,59.0,70.0,40.0,1026,232.0,21.0,10.0,1.0,1,0.0,803.0,1055,76.1,57.0,12.0,12020.0,963,90,14,11,111,20,50,9,17,34.6
244,Kaide Gordon,RW,2023-2024,18.0,England,Liverpool,Premier League,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,2,0.0,0.0,0.0,2.0,1.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,100.0,0.0,0.0,16.0,1,0,0,0,0,0,0,1,0,100.0
245,Amine Gouiri,ST,2023-2024,23.0,Algeria,Rennes,Ligue 1,31,2067,23.0,24,7,7.4,7.3,1.7,9.1,9.1,-0.4,-0.3,78.0,0.09,0.27,26.0,33.3,15.2,0.0,1048,18.0,109.0,435.0,523.0,132.0,1048.0,78.0,0.09,0.27,33.3,15.2,0.0,4947.0,2120.0,59.0,50.0,28.0,41.0,40.0,807,185.0,10.0,7.0,0.0,0,0.0,625.0,764,81.8,21.0,0.0,8942.0,741,22,3,0,7,3,7,15,19,44.1
246,Adrian Grbić,ST,2023-2024,26.0,Austria,Lorient,Ligue 1,1,31,0.3,0,1,0.1,0.1,0.0,0.1,0.1,-0.1,-0.1,2.0,0.0,,0.0,0.0,23.1,1.0,16,0.0,1.0,9.0,6.0,1.0,16.0,2.0,0.0,,0.0,23.1,1.0,22.0,10.0,0.0,0.0,0.0,1.0,0.0,8,4.0,0.0,0.0,0.0,0,0.0,7.0,13,53.8,0.0,0.0,85.0,10,3,1,0,1,0,0,2,1,66.7
247,Jack Grealish,LW,2023-2024,27.0,England,Manchester City,Premier League,20,1009,11.2,10,10,2.1,2.1,2.5,4.6,4.6,0.9,0.9,22.0,0.14,0.6,5.0,22.7,16.1,0.0,697,7.0,53.0,206.0,443.0,82.0,697.0,22.0,0.14,0.6,22.7,16.1,0.0,4025.0,2080.0,87.0,46.0,50.0,19.0,22.0,578,146.0,4.0,3.0,0.0,0,0.0,499.0,580,86.0,26.0,0.0,7032.0,560,19,3,2,16,11,5,3,4,42.9
248,Michael Gregoritsch,ST,2023-2024,29.0,Austria,Freiburg,Bundesliga,32,1682,18.7,19,13,9.2,9.2,1.0,10.2,10.2,-2.2,-2.2,74.0,0.09,0.27,26.0,35.1,14.2,2.0,661,31.0,97.0,263.0,309.0,101.0,661.0,74.0,0.09,0.27,35.1,14.2,2.0,1198.0,458.0,12.0,18.0,4.0,36.0,13.0,449,89.0,11.0,7.0,0.0,0,0.0,268.0,440,60.9,15.0,2.0,4009.0,422,16,1,0,11,0,0,91,93,49.5
249,Antoine Griezmann,SS,2023-2024,32.0,France,Atlético Madrid,La Liga,33,2644,29.4,31,2,12.3,9.3,5.6,17.9,14.9,3.7,2.7,75.0,0.16,0.41,29.0,38.7,17.3,3.0,1654,35.0,215.0,769.0,681.0,113.0,1650.0,75.0,0.16,0.41,38.7,17.3,3.0,3612.0,1843.0,43.0,36.0,7.0,40.0,26.0,1194,196.0,22.0,12.0,4.0,4,0.0,1062.0,1383,76.8,43.0,2.0,16588.0,1212,161,33,14,123,4,94,14,27,34.1
250,Sergi Guardiola,ST,2023-2024,32.0,Spain,Cádiz,La Liga,22,495,5.5,1,21,1.8,1.8,0.8,2.6,2.6,-0.8,-0.8,14.0,0.07,0.2,5.0,35.7,16.9,0.0,281,3.0,19.0,143.0,123.0,14.0,281.0,14.0,0.07,0.2,35.7,16.9,0.0,860.0,272.0,10.0,7.0,2.0,12.0,10.0,216,32.0,2.0,1.0,0.0,0,0.0,148.0,209,70.8,4.0,2.0,2210.0,202,7,3,3,17,1,0,5,10,33.3
251,Albert Guðmundsson,ST,2023-2024,26.0,Iceland,Genoa,Serie A,35,3016,33.5,34,1,9.9,5.8,5.2,15.1,11.0,4.1,4.2,52.0,0.19,0.53,19.0,36.5,20.8,8.0,1526,18.0,168.0,708.0,678.0,71.0,1521.0,52.0,0.19,0.53,36.5,20.8,8.0,6120.0,2951.0,82.0,71.0,17.0,89.0,51.0,1031,168.0,18.0,10.0,4.0,5,1.0,907.0,1213,74.8,81.0,8.0,15139.0,1006,204,80,8,179,16,93,3,22,12.0
252,Gonçalo Guedes,LW,2023-2024,26.0,Portugal,Villarreal,La Liga,17,951,10.6,9,8,2.3,2.3,1.5,3.8,3.8,0.7,0.7,26.0,0.12,0.38,8.0,30.8,19.6,0.0,434,6.0,32.0,155.0,248.0,42.0,434.0,26.0,0.12,0.38,30.8,19.6,0.0,1721.0,925.0,38.0,18.0,10.0,33.0,12.0,331,88.0,5.0,3.0,0.0,0,0.0,255.0,333,76.6,19.0,8.0,4075.0,306,23,2,3,27,1,8,2,10,16.7
253,Evann Guessand,ST,2023-2024,22.0,Ivory Coast,Nice,Ligue 1,34,1553,17.3,14,20,8.4,6.8,1.4,9.7,8.2,-2.4,-2.8,46.0,0.09,0.2,20.0,43.5,12.4,0.0,565,6.0,59.0,233.0,285.0,103.0,563.0,46.0,0.09,0.2,43.5,12.4,0.0,3021.0,1104.0,40.0,29.0,14.0,82.0,50.0,420,114.0,6.0,4.0,2.0,2,0.0,218.0,294,74.1,15.0,0.0,2999.0,263,31,0,1,11,1,0,24,26,48.0
254,Morgan Guilavogui,RW,2023-2024,25.0,Guinea,Lens,Ligue 1,23,566,6.3,2,21,1.6,1.6,1.2,2.8,2.8,0.4,0.4,21.0,0.1,0.25,8.0,38.1,15.1,0.0,326,11.0,34.0,128.0,166.0,45.0,326.0,21.0,0.1,0.25,38.1,15.1,0.0,1386.0,384.0,16.0,8.0,7.0,23.0,17.0,235,75.0,2.0,2.0,0.0,0,0.0,166.0,222,74.8,14.0,0.0,2570.0,213,7,0,0,5,1,0,16,11,59.3
255,Serhou Guirassy,ST,2023-2024,27.0,Guinea,Stuttgart,Bundesliga,28,2208,24.5,25,3,20.8,17.6,6.6,27.4,24.2,7.2,6.4,88.0,0.27,0.6,40.0,45.5,14.5,3.0,1064,30.0,62.0,555.0,453.0,156.0,1060.0,88.0,0.27,0.6,45.5,14.5,3.0,2552.0,950.0,32.0,19.0,19.0,71.0,38.0,930,183.0,31.0,24.0,4.0,4,0.0,629.0,777,81.0,53.0,0.0,7427.0,752,21,1,1,1,3,0,65,55,54.2
256,Marc Guiu,ST,2023-2024,17.0,Spain,Barcelona,La Liga,3,74,0.8,1,2,0.8,0.8,0.3,1.0,1.0,0.2,0.2,4.0,0.25,1.0,1.0,25.0,12.1,0.0,20,0.0,0.0,10.0,10.0,4.0,20.0,4.0,0.25,1.0,25.0,12.1,0.0,47.0,13.0,1.0,1.0,1.0,3.0,2.0,16,8.0,1.0,1.0,0.0,0,0.0,8.0,8,100.0,1.0,0.0,83.0,8,0,0,0,0,0,0,1,3,25.0
257,Arda Güler,RW,2023-2024,18.0,Turkey,Real Madrid,La Liga,10,377,4.2,4,6,1.4,1.4,0.1,1.6,1.6,4.6,4.6,15.0,0.4,1.0,6.0,40.0,21.9,1.0,273,7.0,39.0,114.0,125.0,19.0,273.0,15.0,0.4,1.0,40.0,21.9,1.0,1034.0,609.0,16.0,6.0,6.0,7.0,5.0,205,25.0,6.0,6.0,0.0,0,0.0,183.0,218,83.9,2.0,0.0,2640.0,205,13,4,3,13,2,6,0,0,
258,Gorka Guruzeta,ST,2023-2024,26.0,Spain,Athletic Club,La Liga,32,2217,24.6,30,2,11.6,10.8,2.4,14.0,13.2,2.4,3.2,63.0,0.22,0.5,28.0,44.4,13.5,3.0,923,22.0,77.0,456.0,399.0,110.0,922.0,63.0,0.22,0.5,44.4,13.5,3.0,1830.0,688.0,18.0,13.0,4.0,62.0,29.0,623,102.0,19.0,14.0,0.0,1,1.0,422.0,618,68.3,27.0,3.0,5920.0,585,30,1,3,11,1,0,70,91,43.5
259,Erling Haaland,ST,2023-2024,23.0,Norway,Manchester City,Premier League,31,2552,28.4,29,2,29.2,22.9,4.3,33.5,27.2,-2.2,-2.9,113.0,0.18,0.4,50.0,44.2,11.9,1.0,636,15.0,36.0,206.0,398.0,183.0,628.0,113.0,0.18,0.4,44.2,11.9,1.0,1628.0,728.0,35.0,13.0,22.0,41.0,19.0,489,126.0,32.0,20.0,7.0,8,1.0,295.0,388,76.0,29.0,0.0,3234.0,375,12,1,0,5,1,0,39,42,48.1
260,Robin Hack,LW,2023-2024,24.0,Germany,Gladbach,Bundesliga,29,1348,15.0,14,15,3.9,3.9,2.3,6.3,6.3,6.1,6.1,43.0,0.23,0.45,22.0,51.2,19.9,0.0,753,11.0,116.0,337.0,311.0,65.0,753.0,43.0,0.23,0.45,51.2,19.9,0.0,2855.0,1378.0,50.0,39.0,20.0,49.0,36.0,551,103.0,12.0,10.0,0.0,0,0.0,389.0,525,74.1,25.0,6.0,5837.0,485,39,10,4,44,3,20,16,22,42.1
261,Antwoine Hackford,ST,2023-2024,19.0,England,Sheffield Utd,Premier League,2,13,0.1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,4,0.0,0.0,2.0,2.0,0.0,4.0,0.0,,,,,0.0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,2.0,2,100.0,0.0,0.0,14.0,1,1,0,0,0,0,0,0,1,0.0
262,Munir El Haddadi,ST,2023-2024,27.0,Morocco,Las Palmas,La Liga,38,2449,27.2,32,6,4.3,3.5,1.9,6.2,5.5,-1.3,-0.5,42.0,0.07,0.27,11.0,26.2,16.7,3.0,1043,14.0,108.0,516.0,430.0,70.0,1042.0,42.0,0.07,0.27,26.2,16.7,3.0,3237.0,1220.0,26.0,30.0,8.0,55.0,48.0,792,167.0,5.0,3.0,0.0,1,1.0,584.0,760,76.8,24.0,1.0,8540.0,716,41,16,15,41,2,9,19,42,31.1
263,Sébastien Haller,ST,2023-2024,29.0,Ivory Coast,Dortmund,Bundesliga,14,396,4.4,5,9,0.9,0.9,0.7,1.7,1.7,-0.9,-0.9,7.0,0.0,0.0,2.0,28.6,10.7,0.0,161,9.0,18.0,78.0,68.0,24.0,161.0,7.0,0.0,0.0,28.6,10.7,0.0,353.0,175.0,11.0,4.0,2.0,10.0,4.0,116,34.0,1.0,0.0,0.0,0,0.0,78.0,115,67.8,5.0,0.0,1019.0,109,6,0,0,0,0,0,19,21,47.5
264,Hwang Hee-chan,ST,2023-2024,27.0,South Korea,Wolves,Premier League,29,2119,23.5,25,4,424.0,551.0,77.0,17.0,7.0,2.0,37.0,256.0,312.0,82.1,131.0,162.0,80.9,13.0,21,61.9,478.0,2586.0,999.0,37.0,21.0,24.0,55.0,31.0,120.0,7.7,6.9,10.7,2.9,9.9,4.3,4.1,0.0,0.16,44,0.25,38.6,12.2,0.0,777,13.0,100.0,345,344.0,103.0,3.0,11.0,508,43,1,3,11,10,4,12,3,15.0
265,Luis Henrique,LW,2023-2024,21.0,Brazil,Marseille,Ligue 1,15,784,8.7,8,7,300.0,387.0,77.5,10.0,14.0,5.0,40.0,145.0,172.0,84.3,121.0,152.0,79.6,27.0,45,60.0,366.0,2503.0,1158.0,30.0,26.0,9.0,16.0,9.0,84.0,1.3,1.3,2.0,0.9,2.0,-0.3,-0.3,-0.7,0.11,12,0.08,25.0,19.4,0.0,472,9.0,71.0,185,227.0,25.0,0.0,1.0,369,13,1,4,27,11,0,1,0,1.0
266,Luiz Henrique,RW,2023-2024,22.0,Brazil,Betis,La Liga,14,616,6.8,6,8,146.0,211.0,69.2,11.0,10.0,6.0,17.0,78.0,101.0,77.2,46.0,62.0,74.2,13.0,24,54.2,205.0,1791.0,897.0,35.0,14.0,10.0,13.0,17.0,58.0,1.2,1.2,2.9,1.5,2.9,-1.2,-1.2,1.4,0.07,18,0.0,16.7,15.9,0.0,319,4.0,33.0,135,156.0,34.0,3.0,0.0,207,3,1,2,24,1,1,0,3,3.0
267,Thomas Henry,ST,2023-2024,28.0,France,Hellas Verona,Serie A,18,334,3.7,2,16,33.0,67.0,49.3,2.0,0.0,0.0,3.0,20.0,42.0,47.6,8.0,10.0,80.0,1.0,3,33.3,63.0,258.0,43.0,2.0,2.0,1.0,13.0,2.0,20.0,3.3,2.5,3.3,0.1,2.5,-0.3,0.5,0.0,0.19,13,0.23,53.8,13.9,0.0,115,5.0,11.0,53,54.0,17.0,0.0,3.0,66,1,0,1,3,1,0,3,0,3.0
268,Cristian Herrera,LW,2023-2024,32.0,Spain,Las Palmas,La Liga,8,166,1.8,1,7,92.0,101.0,91.1,1.0,0.0,0.0,8.0,66.0,69.0,95.7,23.0,25.0,92.0,1.0,1,100.0,77.0,300.0,138.0,2.0,3.0,0.0,8.0,2.0,16.0,0.9,0.9,0.9,0.1,0.9,0.1,0.1,0.0,0.87,1,1.0,100.0,3.8,0.0,117,2.0,16.0,59,42.0,4.0,0.0,1.0,98,3,1,0,1,1,0,1,0,1.0
269,Patrick Herrmann,LW,2023-2024,32.0,Germany,Gladbach,Bundesliga,8,86,1.0,0,8,29.0,44.0,65.9,3.0,1.0,0.0,6.0,16.0,23.0,69.6,7.0,11.0,63.6,6.0,7,85.7,27.0,148.0,92.0,3.0,4.0,1.0,1.0,1.0,8.0,0.2,0.2,0.3,0.1,0.3,-0.2,-0.2,-0.1,0.05,4,0.0,0.0,18.8,0.0,58,2.0,5.0,22,32.0,9.0,0.0,0.0,37,7,1,0,5,0,6,0,0,0.0
270,Son Heung-min,LW,2023-2024,31.0,South Korea,Tottenham,Premier League,35,2934,32.6,34,1,887.0,1075.0,82.5,68.0,65.0,2.0,139.0,531.0,609.0,87.2,297.0,338.0,87.9,23.0,38,60.5,927.0,5688.0,2989.0,119.0,44.0,64.0,55.0,41.0,325.0,12.0,10.4,23.8,8.3,22.2,5.0,4.6,-1.8,0.13,83,0.18,45.8,15.5,0.0,1354,8.0,87.0,458,823.0,212.0,10.0,15.0,996,75,3,2,36,10,3,17,10,27.0
271,Philipp Hofmann,ST,2023-2024,30.0,Germany,Bochum,Bundesliga,29,1571,17.5,18,11,266.0,416.0,63.9,19.0,11.0,0.0,36.0,167.0,233.0,71.7,77.0,130.0,59.2,6.0,10,60.0,256.0,907.0,208.0,7.0,6.0,2.0,43.0,14.0,86.0,4.8,4.8,6.5,1.3,6.5,-0.8,-0.8,0.3,0.12,39,0.1,38.5,11.7,0.0,581,16.0,45.0,282,257.0,84.0,2.0,4.0,403,11,0,0,3,0,0,4,2,6.0
272,Lucas Höler,ST,2023-2024,29.0,Germany,Freiburg,Bundesliga,33,2305,25.6,26,7,494.0,739.0,66.8,32.0,12.0,1.0,49.0,301.0,419.0,71.8,127.0,182.0,69.8,24.0,36,66.7,546.0,2264.0,844.0,24.0,12.0,5.0,59.0,19.0,153.0,8.6,7.0,10.7,2.0,9.1,-1.6,-1.0,-0.1,0.22,32,0.19,50.0,13.5,0.0,1008,46.0,159.0,457,399.0,97.0,2.0,6.0,717,16,4,3,12,3,0,7,2,9.0
273,Benedict Hollerbach,ST,2023-2024,22.0,Germany,Union Berlin,Bundesliga,28,1282,14.2,15,13,253.0,398.0,63.6,14.0,18.0,5.0,39.0,153.0,190.0,80.5,69.0,106.0,65.1,17.0,35,48.6,408.0,3029.0,1220.0,49.0,28.0,24.0,66.0,52.0,126.0,3.4,3.4,4.7,1.4,4.7,1.6,1.6,-1.3,0.1,34,0.15,29.4,16.1,0.0,659,9.0,70.0,289,316.0,77.0,0.0,5.0,382,14,0,2,44,5,0,5,0,5.0
274,Mathias Honsak,LW,2023-2024,26.0,Austria,Darmstadt 98,Bundesliga,23,1021,11.3,10,13,210.0,285.0,73.7,12.0,6.0,1.0,19.0,120.0,147.0,81.6,66.0,84.0,78.6,14.0,22,63.6,271.0,1432.0,571.0,22.0,14.0,8.0,51.0,14.0,62.0,1.8,1.8,2.5,0.7,2.5,-0.8,-0.8,0.3,0.08,23,0.04,26.1,17.4,0.0,476,27.0,99.0,181,199.0,36.0,1.0,1.0,269,14,0,0,11,13,0,1,1,2.0
275,Sydney van Hooijdonk,ST,2023-2024,23.0,Netherlands,Bologna,Serie A,9,212,2.4,2,7,28.0,36.0,77.8,2.0,0.0,0.0,2.0,16.0,19.0,84.2,7.0,7.0,100.0,0.0,0,,22.0,140.0,15.0,1.0,0.0,0.0,4.0,3.0,9.0,0.6,0.6,0.7,0.0,0.7,-0.6,-0.6,-0.1,0.12,5,0.0,20.0,18.1,1.0,56,5.0,9.0,26,21.0,7.0,0.0,0.0,30,5,0,0,1,0,0,0,0,0.0
276,Fraser Hornby,ST,2023-2024,23.0,Scotland,Darmstadt 98,Bundesliga,7,217,2.4,1,6,35.0,63.0,55.6,4.0,2.0,0.0,2.0,24.0,35.0,68.6,7.0,13.0,53.8,3.0,3,100.0,38.0,234.0,125.0,7.0,3.0,4.0,4.0,4.0,7.0,0.7,0.7,1.0,0.5,1.0,-0.7,-0.7,-0.3,0.07,10,0.0,20.0,13.1,0.0,91,5.0,8.0,34,51.0,18.0,0.0,0.0,55,6,0,0,4,1,0,0,0,0.0
